                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     97,                 1.1018,                0.55251,                0.94945,                0.75653,                0.60698,                0.69288,                0.46538,                 1.2943,                0.65435,                  1.039,             0.00095255,             0.00095255,             0.00095255
                     98,                 1.0928,                0.54619,                0.94416,                0.75767,                0.62561,                0.67971,                0.47184,                 1.2838,                0.71948,                 1.0401,             0.00095205,             0.00095205,             0.00095205
                     99,                 1.0499,                0.53008,                0.94189,                0.80841,                0.69663,                0.71123,                0.44978,                 1.2847,                0.64845,                 1.0387,             0.00095155,             0.00095155,             0.00095155
                    100,                 1.0796,                0.53593,                0.95175,                0.91523,                 0.6958,                0.82422,                0.53558,                 1.2868,                0.62406,                 1.0474,             0.00095105,             0.00095105,             0.00095105
                    101,                 1.0435,                0.53007,                0.94217,                0.87052,                0.73215,                0.81776,                0.53808,                 1.2748,                0.60428,                 1.0464,             0.00095055,             0.00095055,             0.00095055
                    102,                 1.0816,                0.53473,                0.94324,                0.79819,                  0.691,                0.73117,                0.48157,                 1.2784,                0.62535,                 1.0318,             0.00095005,             0.00095005,             0.00095005
                    103,                 1.0752,                0.54188,                 0.9472,                0.79285,                0.73168,                0.71508,                0.46047,                 1.2752,                0.60744,                 1.0316,             0.00094955,             0.00094955,             0.00094955
                    104,                 1.0834,                0.54233,                0.95057,                0.69901,                0.66722,                0.69193,                0.42447,                  1.274,                 0.6248,                 1.0506,             0.00094905,             0.00094905,             0.00094905
                    105,                 1.0749,                0.55031,                 0.9394,                0.66703,                0.57718,                0.59808,                0.38207,                 1.3072,                0.69419,                 1.0602,             0.00094855,             0.00094855,             0.00094855
                    106,                 1.0645,                0.53929,                 0.9453,                0.67606,                0.73232,                0.68657,                0.43984,                 1.2999,                0.64563,                 1.0589,             0.00094805,             0.00094805,             0.00094805
                    107,                 1.0829,                0.53014,                0.94967,                0.86334,                0.71934,                0.80431,                 0.5027,                 1.2946,                0.59943,                 1.0591,             0.00094755,             0.00094755,             0.00094755
                    108,                 1.0778,                0.53969,                  0.948,                0.92367,                0.75557,                0.83139,                0.52163,                 1.2832,                0.60841,                 1.0464,             0.00094705,             0.00094705,             0.00094705
                    109,                  1.053,                0.52596,                0.93663,                0.74948,                 0.8084,                0.78916,                0.48795,                  1.273,                0.61066,                 1.0436,             0.00094655,             0.00094655,             0.00094655
                    110,                 1.0248,                0.52312,                0.93262,                0.84182,                0.77793,                0.81665,                0.49773,                 1.2803,                0.62887,                 1.0459,             0.00094605,             0.00094605,             0.00094605
                    111,                 1.0486,                0.52635,                0.93902,                0.82124,                0.82536,                0.81662,                0.49035,                 1.2773,                0.60555,                 1.0418,             0.00094555,             0.00094555,             0.00094555
                    112,                 1.0577,                0.53194,                0.94919,                0.80591,                0.72424,                 0.7438,                0.48399,                 1.2525,                0.61384,                 1.0318,             0.00094505,             0.00094505,             0.00094505
                    113,                 1.0623,                0.54036,                0.95115,                0.86386,                0.57655,                0.67267,                0.44893,                 1.2902,                0.64501,                 1.0467,             0.00094456,             0.00094456,             0.00094456
                    114,                  1.078,                0.54165,                0.94776,                0.78772,                0.64448,                0.69999,                0.44409,                 1.3018,                0.62118,                  1.042,             0.00094406,             0.00094406,             0.00094406
                    115,                 1.0514,                0.53839,                0.93937,                0.78485,                 0.6822,                0.73684,                 0.4811,                 1.2884,                0.61135,                 1.0389,             0.00094356,             0.00094356,             0.00094356
                    116,                 1.0662,                 0.5399,                0.94062,                0.76713,                0.67935,                  0.745,                0.49954,                  1.257,                0.61376,                 1.0345,             0.00094306,             0.00094306,             0.00094306
                    117,                 1.0271,                0.52508,                0.94304,                0.87716,                0.66728,                0.77349,                0.51863,                 1.2597,                0.59463,                 1.0361,             0.00094256,             0.00094256,             0.00094256
                    118,                 1.0306,                0.51749,                0.93468,                0.63644,                0.63797,                0.63531,                0.40481,                 1.2744,                0.63027,                 1.0475,             0.00094206,             0.00094206,             0.00094206
                    119,                 1.0364,                0.53181,                0.93799,                 0.6678,                0.75197,                0.71846,                0.43564,                 1.2768,                0.60515,                 1.0433,             0.00094156,             0.00094156,             0.00094156
                    120,                 1.0572,                0.53507,                0.94817,                0.70635,                0.80607,                0.74881,                0.45471,                 1.2833,                0.61279,                 1.0526,             0.00094106,             0.00094106,             0.00094106
                    121,                 1.0044,                0.51269,                0.92955,                0.85339,                0.76655,                0.80839,                0.49011,                 1.2824,                0.60469,                 1.0468,             0.00094056,             0.00094056,             0.00094056
                    122,                 1.0341,                0.51937,                0.94393,                0.83035,                 0.7512,                0.78603,                0.49256,                 1.3584,                0.61491,                 1.0599,             0.00094006,             0.00094006,             0.00094006
                    123,                 1.0253,                 0.5221,                0.93929,                0.79892,                0.80268,                0.82059,                0.52754,                 1.2819,                0.58735,                 1.0345,             0.00093956,             0.00093956,             0.00093956
                    124,                 1.0337,                0.52132,                0.93867,                0.80827,                0.79374,                0.79202,                0.52057,                 1.2768,                 0.6035,                 1.0459,             0.00093906,             0.00093906,             0.00093906
                    125,                  1.041,                0.51976,                0.95053,                0.77371,                 0.6917,                0.72015,                0.47052,                 1.2722,                0.63069,                  1.048,             0.00093856,             0.00093856,             0.00093856
                    126,                 1.0486,                0.53468,                0.93928,                0.55408,                0.66321,                0.63678,                0.40668,                 1.2652,                0.64245,                 1.0456,             0.00093806,             0.00093806,             0.00093806
                    127,                 1.0423,                0.52417,                0.93281,                0.62387,                0.72442,                0.69617,                0.42778,                 1.2706,                0.60188,                 1.0433,             0.00093756,             0.00093756,             0.00093756
                    128,                 1.0456,                0.51997,                0.93906,                0.90977,                0.80073,                0.83281,                0.51732,                 1.2723,                0.60291,                 1.0435,             0.00093706,             0.00093706,             0.00093706
                    129,                 1.0607,                0.52664,                0.94241,                0.90948,                0.76296,                0.81984,                 0.4896,                 1.2851,                0.61719,                 1.0481,             0.00093656,             0.00093656,             0.00093656
                    130,                0.99766,                 0.5049,                0.93287,                0.71628,                0.70973,                0.71213,                0.44106,                 1.2595,                0.61405,                   1.04,             0.00093606,             0.00093606,             0.00093606
                    131,                 1.0292,                0.51434,                0.93335,                0.88512,                0.71889,                0.77874,                0.44381,                 1.2656,                0.59267,                 1.0401,             0.00093556,             0.00093556,             0.00093556
                    132,                 1.0253,                0.51308,                0.93826,                 0.9027,                0.67793,                0.76575,                0.43368,                 1.2642,                0.59978,                 1.0409,             0.00093507,             0.00093507,             0.00093507
                    133,                 1.0071,                0.51065,                 0.9376,                0.83084,                 0.7815,                0.80473,                0.47975,                 1.2697,                0.57933,                 1.0423,             0.00093457,             0.00093457,             0.00093457
                    134,                  1.048,                0.52351,                0.94262,                0.73615,                 0.7213,                0.68499,                0.42943,                 1.2882,                0.60471,                 1.0572,             0.00093407,             0.00093407,             0.00093407
                    135,                 1.0457,                0.52114,                0.94137,                0.79789,                0.69598,                0.76855,                0.50182,                 1.3036,                0.60646,                 1.0589,             0.00093357,             0.00093357,             0.00093357
                    136,                  1.019,                0.50645,                0.93471,                0.78884,                0.61881,                 0.6772,                0.40725,                 1.3322,                0.62459,                  1.071,             0.00093307,             0.00093307,             0.00093307
                    137,                 1.0367,                0.51578,                0.93553,                0.85019,                0.67974,                0.78121,                0.45346,                 1.2997,                0.59177,                 1.0633,             0.00093257,             0.00093257,             0.00093257
                    138,                0.99371,                0.49568,                 0.9292,                0.70531,                0.72818,                0.66473,                 0.4434,                 1.2593,                0.63488,                 1.0465,             0.00093207,             0.00093207,             0.00093207
                    139,                 1.0014,                0.50186,                0.93303,                0.66933,                0.62677,                0.61707,                0.40402,                 1.2948,                0.62724,                 1.0516,             0.00093157,             0.00093157,             0.00093157
                    140,                 1.0072,                0.51084,                0.92659,                 0.6669,                0.59176,                0.62932,                0.40632,                 1.3037,                0.61195,                 1.0555,             0.00093107,             0.00093107,             0.00093107
                    141,                 1.0166,                0.50653,                0.92859,                0.74197,                0.70848,                0.72417,                0.46056,                 1.2745,                0.58374,                 1.0357,             0.00093057,             0.00093057,             0.00093057
                    142,                0.98861,                0.49455,                0.92935,                 0.8847,                0.70658,                0.78484,                0.45365,                 1.2617,                0.58408,                 1.0295,             0.00093007,             0.00093007,             0.00093007
                    143,                 1.0151,                0.50145,                 0.9295,                0.84165,                0.81379,                0.81601,                0.52785,                 1.2453,                 0.5818,                 1.0288,             0.00092957,             0.00092957,             0.00092957
                    144,                  1.009,                0.50294,                0.92955,                0.86663,                0.75673,                0.78726,                0.49466,                 1.2482,                0.59184,                 1.0326,             0.00092907,             0.00092907,             0.00092907
                    145,                  1.019,                0.50737,                0.92955,                0.85257,                0.81175,                0.79934,                0.48854,                 1.2474,                0.59222,                 1.0385,             0.00092857,             0.00092857,             0.00092857
                    146,                0.98443,                0.48897,                0.92457,                0.88756,                0.64035,                0.78454,                0.47526,                 1.2622,                0.59187,                 1.0407,             0.00092807,             0.00092807,             0.00092807
                    147,                0.96114,                0.48965,                 0.9181,                 0.7489,                0.71731,                0.75167,                0.48394,                 1.2667,                0.58462,                 1.0456,             0.00092757,             0.00092757,             0.00092757
                    148,                0.97487,                0.49409,                0.91888,                0.89342,                0.66646,                0.72439,                0.46113,                 1.2923,                0.59912,                 1.0512,             0.00092707,             0.00092707,             0.00092707
                    149,                0.99374,                0.49851,                0.92398,                0.83349,                0.64912,                 0.6862,                0.46665,                 1.2985,                0.63726,                 1.0565,             0.00092657,             0.00092657,             0.00092657
                    150,                0.96895,                0.48336,                0.92401,                 0.8145,                0.71215,                 0.7301,                0.48158,                 1.3079,                0.61042,                 1.0546,             0.00092607,             0.00092607,             0.00092607
